Name,Impact_factor,Journal,PDF,Url,Date_published,Date_added,Title
2018-A decade of RNA virus metagenomics is (not) enough_Greninger_Virus Research,2.9,Virus Research,http://jinlong.local:8668/zotero_papers/2018-A%20decade%20of%20RNA%20virus%20metagenomics%20is%20%28not%29%20enough_Greninger_Virus%20Research.pdf,http://www.sciencedirect.com/science/article/pii/S0168170217305385,2018-01-15,2019-09-20,A decade of RNA virus metagenomics is (not) enough
2019-Protein interaction networks revealed by proteome coevolution_Cong_Science,41.8,Science,http://jinlong.local:8668/zotero_papers/2019-Protein%20interaction%20networks%20revealed%20by%20proteome%20coevolution_Cong_Science.pdf,https://science.sciencemag.org/content/365/6449/185,2019-07-12,2019-09-21,Protein interaction networks revealed by proteome coevolution
2019-VFDB 2019 - a comparative pathogenomic platform with an interactive web interface_Liu_Nucleic Acids Research,11.5,Nucleic Acids Research,http://jinlong.local:8668/zotero_papers/2019-VFDB%202019%20-%20a%20comparative%20pathogenomic%20platform%20with%20an%20interactive%20web%20interface_Liu_Nucleic%20Acids%20Research.pdf,https://academic.oup.com/nar/article/47/D1/D687/5160975,2019-01-08,2019-09-21,VFDB 2019: a comparative pathogenomic platform with an interactive web interface
2019-Silence is golden for Staphylococcus_Edwards_Nature Microbiology,15.5,Nature Microbiology,http://jinlong.local:8668/zotero_papers/2019-Silence%20is%20golden%20for%20Staphylococcus_Edwards_Nature%20Microbiology.pdf,http://www.nature.com/articles/s41564-019-0493-7,2019-07-01,2019-09-22,Silence is golden for Staphylococcus
2019-Resistance to leukocytes ties benefits of quorum sensing dysfunctionality to biofilm infection_He_Nature Microbiology,15.5,Nature Microbiology,http://jinlong.local:8668/zotero_papers/2019-Resistance%20to%20leukocytes%20ties%20benefits%20of%20quorum%20sensing%20dysfunctionality%20to%20biofilm%20infection_He_Nature%20Microbiology.pdf,https://www.nature.com/articles/s41564-019-0413-x,2019-07-01,2019-09-22,Resistance to leukocytes ties benefits of quorum sensing dysfunctionality to biofilm infection
2019-Exploring the Evolution of Virulence Factors through Bioinformatic Data Mining_Doxey_mSystems,6.6,mSystems,http://jinlong.local:8668/zotero_papers/2019-Exploring%20the%20Evolution%20of%20Virulence%20Factors%20through%20Bioinformatic%20Data%20Mining_Doxey_mSystems.pdf,https://msystems.asm.org/content/4/3/e00162-19,2019-06-25,2019-09-22,Exploring the Evolution of Virulence Factors through Bioinformatic Data Mining
2019-SolidBin - improving metagenome binning with semi-supervised normalized cut_Wang_Bioinformatics,5.6,Bioinformatics,http://jinlong.local:8668/zotero_papers/2019-SolidBin%20-%20improving%20metagenome%20binning%20with%20semi-supervised%20normalized%20cut_Wang_Bioinformatics.pdf,https://academic.oup.com/bioinformatics/advance-article/doi/10.1093/bioinformatics/btz253/5448864,2019-04-12,2019-09-22,SolidBin: improving metagenome binning with semi-supervised normalized cut
2019-A sparse covarying unit that describes healthy and impaired human gut microbiota development_Raman_Science,41.8,Science,http://jinlong.local:8668/zotero_papers/2019-A%20sparse%20covarying%20unit%20that%20describes%20healthy%20and%20impaired%20human%20gut%20microbiota%20development_Raman_Science.pdf,http://www.sciencemag.org/lookup/doi/10.1126/science.aau4735,2019-07-12,2019-09-24,A sparse covarying unit that describes healthy and impaired human gut microbiota development
2014-Diet rapidly and reproducibly alters the human gut microbiome_David_Nature,42.8,Nature,http://jinlong.local:8668/zotero_papers/2014-Diet%20rapidly%20and%20reproducibly%20alters%20the%20human%20gut%20microbiome_David_Nature.pdf,https://www.nature.com/articles/nature12820,2014-01-01,2019-09-25,Diet rapidly and reproducibly alters the human gut microbiome
2006-An obesity-associated gut microbiome with increased capacity for energy harvest_Turnbaugh_Nature,42.8,Nature,http://jinlong.local:8668/zotero_papers/2006-An%20obesity-associated%20gut%20microbiome%20with%20increased%20capacity%20for%20energy%20harvest_Turnbaugh_Nature.pdf,https://www.nature.com/articles/nature05414/,2006-12-01,2019-09-25,An obesity-associated gut microbiome with increased capacity for energy harvest
2007-The Human Microbiome Project_Turnbaugh_Nature,42.8,Nature,http://jinlong.local:8668/zotero_papers/2007-The%20Human%20Microbiome%20Project_Turnbaugh_Nature.pdf,https://www.nature.com/articles/nature06244,2007-10-01,2019-09-25,The Human Microbiome Project
2019-DeepMAsED - Evaluating the quality of metagenomic assemblies_Rojas-Carulla_bioRxiv,,bioRxiv,http://jinlong.local:8668/zotero_papers/2019-DeepMAsED%20-%20Evaluating%20the%20quality%20of%20metagenomic%20assemblies_Rojas-Carulla_bioRxiv.pdf,https://www.biorxiv.org/content/10.1101/763813v1,2019-09-10,2019-09-25,DeepMAsED: Evaluating the quality of metagenomic assemblies
2017-Dynamics of the human gut microbiome in inflammatory bowel disease_Halfvarson_Nature Microbiology,15.5,Nature Microbiology,http://jinlong.local:8668/zotero_papers/2017-Dynamics%20of%20the%20human%20gut%20microbiome%20in%20inflammatory%20bowel%20disease_Halfvarson_Nature%20Microbiology.pdf,https://www.nature.com/articles/nmicrobiol20174,2017-02-13,2019-09-26,Dynamics of the human gut microbiome in inflammatory bowel disease
2014-The Treatment-Naive Microbiome in New-Onset Crohn’s Disease_Gevers_Cell Host & Microbe,15.9,Cell Host & Microbe,http://jinlong.local:8668/zotero_papers/2014-The%20Treatment-Naive%20Microbiome%20in%20New-Onset%20Crohn%E2%80%99s%20Disease_Gevers_Cell%20Host%20%26%20Microbe.pdf,https://www.cell.com/cell-host-microbe/abstract/S1931-3128(14)00063-8,2014-03-12,2019-09-26,The Treatment-Naive Microbiome in New-Onset Crohn’s Disease
2013-Meta-analyses of studies of the human microbiota_Lozupone_Genome Research,11.1,Genome Research,http://jinlong.local:8668/zotero_papers/2013-Meta-analyses%20of%20studies%20of%20the%20human%20microbiota_Lozupone_Genome%20Research.pdf,http://genome.cshlp.org/content/early/2013/09/01/gr.151803.112,2013-07-16,2019-09-26,Meta-analyses of studies of the human microbiota
2019-redbiom - a Rapid Sample Discovery and Feature Characterization System_McDonald_mSystems,6.6,mSystems,http://jinlong.local:8668/zotero_papers/2019-redbiom%20-%20a%20Rapid%20Sample%20Discovery%20and%20Feature%20Characterization%20System_McDonald_mSystems.pdf,https://msystems.asm.org/content/4/4/e00215-19,2019-08-27,2019-09-26,redbiom: a Rapid Sample Discovery and Feature Characterization System
2019-iMAP - an integrated bioinformatics and visualization pipeline for microbiome data analysis_Buza_BMC Bioinformatics,3.2,BMC Bioinformatics,http://jinlong.local:8668/zotero_papers/2019-iMAP%20-%20an%20integrated%20bioinformatics%20and%20visualization%20pipeline%20for%20microbiome%20data%20analysis_Buza_BMC%20Bioinformatics.pdf,https://doi.org/10.1186/s12859-019-2965-4,2019-07-03,2019-09-27,iMAP: an integrated bioinformatics and visualization pipeline for microbiome data analysis
2019-MAGMA - inference of sparse microbial association networks_Cougoul_bioRxiv,,bioRxiv,http://jinlong.local:8668/zotero_papers/2019-MAGMA%20-%20inference%20of%20sparse%20microbial%20association%20networks_Cougoul_bioRxiv.pdf,https://www.biorxiv.org/content/10.1101/538579v1,2019-02-01,2019-09-27,MAGMA: inference of sparse microbial association networks
2019-A Novel Sparse Compositional Technique Reveals Microbial Perturbations_Martino_mSystems,6.6,mSystems,http://jinlong.local:8668/zotero_papers/2019-A%20Novel%20Sparse%20Compositional%20Technique%20Reveals%20Microbial%20Perturbations_Martino_mSystems.pdf,https://msystems.asm.org/content/4/1/e00016-19,2019-02-26,2019-09-27,A Novel Sparse Compositional Technique Reveals Microbial Perturbations
2019-Gut Microbial Signatures Underline Complicated Crohn’s Disease but Vary Between Cohorts; An In Silico Approach_Dovrolis_Inflammatory Bowel Diseases,4.3,Inflammatory Bowel Diseases,http://jinlong.local:8668/zotero_papers/2019-Gut%20Microbial%20Signatures%20Underline%20Complicated%20Crohn%E2%80%99s%20Disease%20but%20Vary%20Between%20Cohorts%3B%20An%20In%20Silico%20Approach_Dovrolis_Inflammatory%20Bowel%20Diseases.pdf,https://academic.oup.com/ibdjournal/article/25/2/217/5139602,2019-01-10,2019-09-27,Gut Microbial Signatures Underline Complicated Crohn’s Disease but Vary Between Cohorts; An In Silico Approach
2017-Virology - Phages make a group decision_Davidson_Nature,42.8,Nature,http://jinlong.local:8668/zotero_papers/2017-Virology%20-%20Phages%20make%20a%20group%20decision_Davidson_Nature.pdf,https://www.nature.com/articles/nature21118,2017-01-01,2019-10-02,Virology: Phages make a group decision
2017-Communication between viruses guides lysis–lysogeny decisions_Erez_Nature,42.8,Nature,http://jinlong.local:8668/zotero_papers/2017-Communication%20between%20viruses%20guides%20lysis%E2%80%93lysogeny%20decisions_Erez_Nature.pdf,https://www.nature.com/articles/nature21049,2017-01-01,2019-10-02,Communication between viruses guides lysis–lysogeny decisions
2018-FastViromeExplorer - a pipeline for virus and phage identification and abundance profiling in metagenomics data_Tithi_PeerJ,2.4,PeerJ,http://jinlong.local:8668/zotero_papers/2018-FastViromeExplorer%20-%20a%20pipeline%20for%20virus%20and%20phage%20identification%20and%20abundance%20profiling%20in%20metagenomics%20data_Tithi_PeerJ.pdf,https://peerj.com/articles/4227,2018-01-12,2019-10-02,FastViromeExplorer: a pipeline for virus and phage identification and abundance profiling in metagenomics data
2019-Widespread Utilization of Peptide Communication in Phages Infecting Soil and Pathogenic Bacteria_Stokar-Avihail_Cell Host & Microbe,15.9,Cell Host & Microbe,http://jinlong.local:8668/zotero_papers/2019-Widespread%20Utilization%20of%20Peptide%20Communication%20in%20Phages%20Infecting%20Soil%20and%20Pathogenic%20Bacteria_Stokar-Avihail_Cell%20Host%20%26%20Microbe.pdf,http://www.sciencedirect.com/science/article/pii/S1931312819301696,2019-05-08,2019-10-02,Widespread Utilization of Peptide Communication in Phages Infecting Soil and Pathogenic Bacteria
2019-Peptide-based quorum sensing systems in Paenibacillus polymyxa_Voichek_bioRxiv,,bioRxiv,http://jinlong.local:8668/zotero_papers/2019-Peptide-based%20quorum%20sensing%20systems%20in%20Paenibacillus%20polymyxa_Voichek_bioRxiv.pdf,https://www.biorxiv.org/content/10.1101/767517v1,2019-09-12,2019-10-02,Peptide-based quorum sensing systems in Paenibacillus polymyxa
2019-Deciphering the Molecular Mechanism Underpinning Phage Arbitrium Communication Systems_Gallego del Sol_Molecular Cell,15.6,Molecular Cell,http://jinlong.local:8668/zotero_papers/2019-Deciphering%20the%20Molecular%20Mechanism%20Underpinning%20Phage%20Arbitrium%20Communication%20Systems_Gallego%20del%20Sol_Molecular%20Cell.pdf,http://www.sciencedirect.com/science/article/pii/S1097276519300450,2019-04-04,2019-10-02,Deciphering the Molecular Mechanism Underpinning Phage Arbitrium Communication Systems
2018-Structural and functional insights into the regulation of the lysis–lysogeny decision in viral communities_Dou_Nature Microbiology,15.5,Nature Microbiology,http://jinlong.local:8668/zotero_papers/2018-Structural%20and%20functional%20insights%20into%20the%20regulation%20of%20the%20lysis%E2%80%93lysogeny%20decision%20in%20viral%20communities_Dou_Nature%20Microbiology.pdf,https://www.nature.com/articles/s41564-018-0259-7,2018-11-01,2019-10-02,Structural and functional insights into the regulation of the lysis–lysogeny decision in viral communities
2018-Structural basis of the arbitrium peptide–AimR communication system in the phage lysis–lysogeny decision_Wang_Nature Microbiology,15.5,Nature Microbiology,http://jinlong.local:8668/zotero_papers/2018-Structural%20basis%20of%20the%20arbitrium%20peptide%E2%80%93AimR%20communication%20system%20in%20the%20phage%20lysis%E2%80%93lysogeny%20decision_Wang_Nature%20Microbiology.pdf,https://www.nature.com/articles/s41564-018-0239-y,2018-11-01,2019-10-02,Structural basis of the arbitrium peptide–AimR communication system in the phage lysis–lysogeny decision
2019-Cyclic GMP–AMP signalling protects bacteria against viral infection_Cohen_Nature,42.8,Nature,http://jinlong.local:8668/zotero_papers/2019-Cyclic%20GMP%E2%80%93AMP%20signalling%20protects%20bacteria%20against%20viral%20infection_Cohen_Nature.pdf,https://www.nature.com/articles/s41586-019-1605-5,2019-09-18,2019-10-03,Cyclic GMP–AMP signalling protects bacteria against viral infection
2019-Interplay between the human gut microbiome and host metabolism_Visconti_Nature Communications,12.1,Nature Communications,http://jinlong.local:8668/zotero_papers/2019-Interplay%20between%20the%20human%20gut%20microbiome%20and%20host%20metabolism_Visconti_Nature%20Communications.pdf,https://www.nature.com/articles/s41467-019-12476-z,2019-10-03,2019-10-04,Interplay between the human gut microbiome and host metabolism
2018-Pathogen elimination by probiotic Bacillus via signalling interference_Piewngam_Nature,42.8,Nature,http://jinlong.local:8668/zotero_papers/2018-Pathogen%20elimination%20by%20probiotic%20Bacillus%20via%20signalling%20interference_Piewngam_Nature.pdf,http://www.nature.com/articles/s41586-018-0616-y,2018-10-01,2019-10-04,Pathogen elimination by probiotic Bacillus via signalling interference
2012-Human gut microbiome viewed across age and geography_Yatsunenko_Nature,42.8,Nature,http://jinlong.local:8668/zotero_papers/2012-Human%20gut%20microbiome%20viewed%20across%20age%20and%20geography_Yatsunenko_Nature.pdf,http://www.nature.com/articles/nature11053,2012-06-01,2019-10-04,Human gut microbiome viewed across age and geography
2018-Criteria for Selecting Suitable Infectious Diseases for Phage Therapy_Harper_Viruses,,Viruses,http://jinlong.local:8668/zotero_papers/2018-Criteria%20for%20Selecting%20Suitable%20Infectious%20Diseases%20for%20Phage%20Therapy_Harper_Viruses.pdf,http://www.mdpi.com/1999-4915/10/4/177,2018-04-05,2019-10-04,Criteria for Selecting Suitable Infectious Diseases for Phage Therapy
2018-Dynamics of metatranscription in the inflammatory bowel disease gut microbiome_Schirmer_Nature Microbiology,15.5,Nature Microbiology,http://jinlong.local:8668/zotero_papers/2018-Dynamics%20of%20metatranscription%20in%20the%20inflammatory%20bowel%20disease%20gut%20microbiome_Schirmer_Nature%20Microbiology.pdf,http://www.nature.com/articles/s41564-017-0089-z,2018-03-01,2019-10-04,Dynamics of metatranscription in the inflammatory bowel disease gut microbiome
"2019-Reproducible, interactive, scalable and extensible microbiome data science using QIIME 2_Bolyen_Nature Biotechnology",36.6,Nature Biotechnology,http://jinlong.local:8668/zotero_papers/2019-Reproducible%2C%20interactive%2C%20scalable%20and%20extensible%20microbiome%20data%20science%20using%20QIIME%202_Bolyen_Nature%20Biotechnology.pdf,http://www.nature.com/articles/s41587-019-0209-9,2019-08-01,2019-10-04,"Reproducible, interactive, scalable and extensible microbiome data science using QIIME 2"
2019-The Integrative Human Microbiome Project_The Integrative HMP (iHMP) Research Network Consortium_Nature,42.8,Nature,http://jinlong.local:8668/zotero_papers/2019-The%20Integrative%20Human%20Microbiome%20Project_The%20Integrative%20HMP%20%28iHMP%29%20Research%20Network%20Consortium_Nature.pdf,http://www.nature.com/articles/s41586-019-1238-8,2019-05-01,2019-10-04,The Integrative Human Microbiome Project
2018-Synthetic microbe communities provide internal reference standards for metagenome sequencing and analysis_Hardwick_Nature Communications,12.1,Nature Communications,http://jinlong.local:8668/zotero_papers/2018-Synthetic%20microbe%20communities%20provide%20internal%20reference%20standards%20for%20metagenome%20sequencing%20and%20analysis_Hardwick_Nature%20Communications.pdf,http://www.nature.com/articles/s41467-018-05555-0,2018-12-01,2019-10-04,Synthetic microbe communities provide internal reference standards for metagenome sequencing and analysis
2018-Clustering huge protein sequence sets in linear time_Steinegger_Nature Communications,12.1,Nature Communications,http://jinlong.local:8668/zotero_papers/2018-Clustering%20huge%20protein%20sequence%20sets%20in%20linear%20time_Steinegger_Nature%20Communications.pdf,http://www.nature.com/articles/s41467-018-04964-5,2018-12-01,2019-10-04,Clustering huge protein sequence sets in linear time
"2019-A review of 10 years of human microbiome research activities at the US National Institutes of Health, Fiscal Years 2007-2016_NIH Human Microbiome Portfolio Analysis Team_Microbiome",11.6,Microbiome,http://jinlong.local:8668/zotero_papers/2019-A%20review%20of%2010%20years%20of%20human%20microbiome%20research%20activities%20at%20the%20US%20National%20Institutes%20of%20Health%2C%20Fiscal%20Years%202007-2016_NIH%20Human%20Microbiome%20Portfolio%20Analysis%20Team_Microbiome.pdf,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-019-0620-y,2019-12-01,2019-10-04,"A review of 10 years of human microbiome research activities at the US National Institutes of Health, Fiscal Years 2007-2016"
2014-A highly abundant bacteriophage discovered in the unknown sequences of human faecal metagenomes_Dutilh_Nature Communications,12.1,Nature Communications,http://jinlong.local:8668/zotero_papers/2014-A%20highly%20abundant%20bacteriophage%20discovered%20in%20the%20unknown%20sequences%20of%20human%20faecal%20metagenomes_Dutilh_Nature%20Communications.pdf,http://www.nature.com/articles/ncomms5498,2014-12-01,2019-10-04,A highly abundant bacteriophage discovered in the unknown sequences of human faecal metagenomes
"2017-Strains, functions and dynamics in the expanded Human Microbiome Project_Lloyd-Price_Nature",42.8,Nature,http://jinlong.local:8668/zotero_papers/2017-Strains%2C%20functions%20and%20dynamics%20in%20the%20expanded%20Human%20Microbiome%20Project_Lloyd-Price_Nature.pdf,http://www.nature.com/articles/nature23889,2017-10-01,2019-10-04,"Strains, functions and dynamics in the expanded Human Microbiome Project"
2012-A framework for human microbiome research_The Human Microbiome Project Consortium_Nature,42.8,Nature,http://jinlong.local:8668/zotero_papers/2012-A%20framework%20for%20human%20microbiome%20research_The%20Human%20Microbiome%20Project%20Consortium_Nature.pdf,http://www.nature.com/articles/nature11209,2012-06-01,2019-10-04,A framework for human microbiome research
2016-The Human Intestinal Microbiome in Health and Disease_Lynch_New England Journal of Medicine,74.7,New England Journal of Medicine,http://jinlong.local:8668/zotero_papers/2016-The%20Human%20Intestinal%20Microbiome%20in%20Health%20and%20Disease_Lynch_New%20England%20Journal%20of%20Medicine.pdf,http://www.nejm.org/doi/10.1056/NEJMra1600266,2016-12-15,2019-10-04,The Human Intestinal Microbiome in Health and Disease
2019-CRISPR-Cas System of a Prevalent Human Gut Bacterium Reveals Hyper-targeting against Phages in a Human Virome Catalog_Soto-Perez_Cell Host & Microbe,15.9,Cell Host & Microbe,http://jinlong.local:8668/zotero_papers/2019-CRISPR-Cas%20System%20of%20a%20Prevalent%20Human%20Gut%20Bacterium%20Reveals%20Hyper-targeting%20against%20Phages%20in%20a%20Human%20Virome%20Catalog_Soto-Perez_Cell%20Host%20%26%20Microbe.pdf,https://linkinghub.elsevier.com/retrieve/pii/S1931312819304172,2019-09-01,2019-10-04,CRISPR-Cas System of a Prevalent Human Gut Bacterium Reveals Hyper-targeting against Phages in a Human Virome Catalog
2019-Towards a genome-based virus taxonomy_Eloe-Fadrosh_Nature Microbiology,15.5,Nature Microbiology,http://jinlong.local:8668/zotero_papers/2019-Towards%20a%20genome-based%20virus%20taxonomy_Eloe-Fadrosh_Nature%20Microbiology.pdf,http://www.nature.com/articles/s41564-019-0511-9,2019-08-01,2019-10-04,Towards a genome-based virus taxonomy
2019-HH-suite3 for fast remote homology detection and deep protein annotation_Steinegger_BMC Bioinformatics,3.2,BMC Bioinformatics,http://jinlong.local:8668/zotero_papers/2019-HH-suite3%20for%20fast%20remote%20homology%20detection%20and%20deep%20protein%20annotation_Steinegger_BMC%20Bioinformatics.pdf,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-3019-7,2019-12-01,2019-10-04,HH-suite3 for fast remote homology detection and deep protein annotation
2019-Regional Diversity of the Gastrointestinal Microbiome_Martinez-Guryn_Cell Host & Microbe,15.9,Cell Host & Microbe,http://jinlong.local:8668/zotero_papers/2019-Regional%20Diversity%20of%20the%20Gastrointestinal%20Microbiome_Martinez-Guryn_Cell%20Host%20%26%20Microbe.pdf,https://linkinghub.elsevier.com/retrieve/pii/S1931312819304202,2019-09-01,2019-10-07,Regional Diversity of the Gastrointestinal Microbiome
2019-Microbiota and Its Role on Viral Evasion - Is It With Us or Against Us_Dominguez-Diaz_Frontiers in Cellular and Infection Microbiology,4.1,Frontiers in Cellular and Infection Microbiology,http://jinlong.local:8668/zotero_papers/2019-Microbiota%20and%20Its%20Role%20on%20Viral%20Evasion%20-%20Is%20It%20With%20Us%20or%20Against%20Us_Dominguez-Diaz_Frontiers%20in%20Cellular%20and%20Infection%20Microbiology.pdf,https://www.frontiersin.org/article/10.3389/fcimb.2019.00256/full,2019-07-18,2019-10-07,Microbiota and Its Role on Viral Evasion: Is It With Us or Against Us?
2016-The virome - a missing component of biological interaction networks in health and disease_Handley_Genome Medicine,10.7,Genome Medicine,http://jinlong.local:8668/zotero_papers/2016-The%20virome%20-%20a%20missing%20component%20of%20biological%20interaction%20networks%20in%20health%20and%20disease_Handley_Genome%20Medicine.pdf,http://genomemedicine.biomedcentral.com/articles/10.1186/s13073-016-0287-y,2016-12-01,2019-10-07,The virome: a missing component of biological interaction networks in health and disease
2019-Bacteriophages in Dentistry—State of the Art and Perspectives_Steier_Dentistry Journal,,Dentistry Journal,http://jinlong.local:8668/zotero_papers/2019-Bacteriophages%20in%20Dentistry%E2%80%94State%20of%20the%20Art%20and%20Perspectives_Steier_Dentistry%20Journal.pdf,https://www.mdpi.com/2304-6767/7/1/6,2019-01-09,2019-10-07,Bacteriophages in Dentistry—State of the Art and Perspectives
2019-Bacteriophages of the lower urinary tract_Garretto_Nature Reviews Urology,11.0,Nature Reviews Urology,http://jinlong.local:8668/zotero_papers/2019-Bacteriophages%20of%20the%20lower%20urinary%20tract_Garretto_Nature%20Reviews%20Urology.pdf,http://www.nature.com/articles/s41585-019-0192-4,2019-07-01,2019-10-07,Bacteriophages of the lower urinary tract
"2019-Phages for Phage Therapy - Isolation, Characterization, and Host Range Breadth_Hyman_Pharmaceuticals",4.3,Pharmaceuticals,http://jinlong.local:8668/zotero_papers/2019-Phages%20for%20Phage%20Therapy%20-%20Isolation%2C%20Characterization%2C%20and%20Host%20Range%20Breadth_Hyman_Pharmaceuticals.pdf,https://www.mdpi.com/1424-8247/12/1/35,2019-03-11,2019-10-07,"Phages for Phage Therapy: Isolation, Characterization, and Host Range Breadth"
2018-Bacteriophages are more virulent to bacteria with human cells than they are in bacterial culture; insights from HT-29 cells_Shan_Scientific Reports,4.0,Scientific Reports,http://jinlong.local:8668/zotero_papers/2018-Bacteriophages%20are%20more%20virulent%20to%20bacteria%20with%20human%20cells%20than%20they%20are%20in%20bacterial%20culture%3B%20insights%20from%20HT-29%20cells_Shan_Scientific%20Reports.pdf,http://www.nature.com/articles/s41598-018-23418-y,2018-12-01,2019-10-07,Bacteriophages are more virulent to bacteria with human cells than they are in bacterial culture; insights from HT-29 cells
2019-Evolutionary dynamics of bacteria in the gut microbiome within and across hosts_Garud_PLOS Biology,7.1,PLOS Biology,http://jinlong.local:8668/zotero_papers/2019-Evolutionary%20dynamics%20of%20bacteria%20in%20the%20gut%20microbiome%20within%20and%20across%20hosts_Garud_PLOS%20Biology.pdf,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3000102,2019-01-23,2019-10-07,Evolutionary dynamics of bacteria in the gut microbiome within and across hosts
2019-Beyond bacteria - studies of other host-associated microorganisms_Sadanand_Nature Research,,Nature Research,http://jinlong.local:8668/zotero_papers/2019-Beyond%20bacteria%20-%20studies%20of%20other%20host-associated%20microorganisms_Sadanand_Nature%20Research.pdf,http://www.nature.com/articles/d42859-019-00013-3,2019-06-17,2019-10-07,Beyond bacteria: studies of other host-associated microorganisms
2019-Bacteriophage adherence to mucus mediates preventive protection against pathogenic bacteria_Almeida_bioRxiv,,bioRxiv,http://jinlong.local:8668/zotero_papers/2019-Bacteriophage%20adherence%20to%20mucus%20mediates%20preventive%20protection%20against%20pathogenic%20bacteria_Almeida_bioRxiv.pdf,https://www.biorxiv.org/content/10.1101/592097v1,2019-03-28,2019-10-07,Bacteriophage adherence to mucus mediates preventive protection against pathogenic bacteria
2019-Dynamics of the gut microbiota in developmental stages of Litopenaeus vannamei reveal its association with body weight_Fan_Scientific Reports,4.0,Scientific Reports,http://jinlong.local:8668/zotero_papers/2019-Dynamics%20of%20the%20gut%20microbiota%20in%20developmental%20stages%20of%20Litopenaeus%20vannamei%20reveal%20its%20association%20with%20body%20weight_Fan_Scientific%20Reports.pdf,https://www.nature.com/articles/s41598-018-37042-3,2019-01-24,2019-10-07,Dynamics of the gut microbiota in developmental stages of Litopenaeus vannamei reveal its association with body weight
2016-Microbiome-wide association studies link dynamic microbial consortia to disease_Gilbert_Nature,42.8,Nature,http://jinlong.local:8668/zotero_papers/2016-Microbiome-wide%20association%20studies%20link%20dynamic%20microbial%20consortia%20to%20disease_Gilbert_Nature.pdf,https://www.nature.com/articles/nature18850,2016-07-01,2019-10-07,Microbiome-wide association studies link dynamic microbial consortia to disease
2019-Modeling the temporal dynamics of the gut microbial community in adults and infants_Shenhav_PLOS Computational Biology,4.7,PLOS Computational Biology,http://jinlong.local:8668/zotero_papers/2019-Modeling%20the%20temporal%20dynamics%20of%20the%20gut%20microbial%20community%20in%20adults%20and%20infants_Shenhav_PLOS%20Computational%20Biology.pdf,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1006960,2019-06-27,2019-10-07,Modeling the temporal dynamics of the gut microbial community in adults and infants
2018-Microbiome dynamics in obesity_Thaiss_Science,41.8,Science,http://jinlong.local:8668/zotero_papers/2018-Microbiome%20dynamics%20in%20obesity_Thaiss_Science.pdf,https://science.sciencemag.org/content/362/6417/903,2018-11-23,2019-10-07,Microbiome dynamics in obesity
"2019-Coral microbiome dynamics, functions and design in a changing world_Oppen_Nature Reviews Microbiology",34.2,Nature Reviews Microbiology,http://jinlong.local:8668/zotero_papers/2019-Coral%20microbiome%20dynamics%2C%20functions%20and%20design%20in%20a%20changing%20world_Oppen_Nature%20Reviews%20Microbiology.pdf,https://www.nature.com/articles/s41579-019-0223-4,2019-09-01,2019-10-07,"Coral microbiome dynamics, functions and design in a changing world"
2019-Population dynamics of the human gut microbiome - change is the only constant_Priya_Genome Biology,10.8,Genome Biology,http://jinlong.local:8668/zotero_papers/2019-Population%20dynamics%20of%20the%20human%20gut%20microbiome%20-%20change%20is%20the%20only%20constant_Priya_Genome%20Biology.pdf,https://doi.org/10.1186/s13059-019-1775-3,2019-07-31,2019-10-07,Population dynamics of the human gut microbiome: change is the only constant
2016-Freshwater Metaviromics and Bacteriophages - A Current Assessment of the State of the Art in Relation to Bioinformatic Challenges - Supplementary Issue -_Bruder_Evolutionary Bioinformatics,1.0,Evolutionary Bioinformatics,http://jinlong.local:8668/zotero_papers/2016-Freshwater%20Metaviromics%20and%20Bacteriophages%20-%20A%20Current%20Assessment%20of%20the%20State%20of%20the%20Art%20in%20Relation%20to%20Bioinformatic%20Challenges%20-%20Supplementary%20Issue%20-_Bruder_Evolutionary%20Bioinformatics.pdf,https://doi.org/10.4137/EBO.S38549,2016-01-01,2019-10-07,Freshwater Metaviromics and Bacteriophages: A Current Assessment of the State of the Art in Relation to Bioinformatic Challenges: Supplementary Issue: Bioinformatics Methods and Applications for Big Metagenomics Data
2011-The human gut virome - Inter-individual variation and dynamic response to diet_Minot_Genome Research,11.1,Genome Research,http://jinlong.local:8668/zotero_papers/2011-The%20human%20gut%20virome%20-%20Inter-individual%20variation%20and%20dynamic%20response%20to%20diet_Minot_Genome%20Research.pdf,http://genome.cshlp.org/cgi/doi/10.1101/gr.122705.111,2011-10-01,2019-10-07,The human gut virome: Inter-individual variation and dynamic response to diet
2011-Bacteriophages and their genomes_Hatfull_Current Opinion in Virology,5.0,Current Opinion in Virology,http://jinlong.local:8668/zotero_papers/2011-Bacteriophages%20and%20their%20genomes_Hatfull_Current%20Opinion%20in%20Virology.pdf,https://linkinghub.elsevier.com/retrieve/pii/S1879625711000514,2011-10-01,2019-10-07,Bacteriophages and their genomes
